nome_touro,nome_touro_alta,codigo_touro,raca,data_preco,preco_ajustado_reais,data_prova,fonte_prova_url,TPI,NM$,CM$,Leite,Proteína,Proteína%,Gordura,Gordura%,CGP,Pconf,PTAT,JUI,FLC,Tconf,PL,DPR,SCS,SCE,DCE,NMT,DSB,CCR,HCR,aAa,DMS
"RIGHTANGLE 2.526 995 98 0.91 1.89 -0,51 2.6% FERTILITY CHALLENGER DELTA",RIGHTANGLE,200HO11547,LEITE IMPORTADO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11547,2530,540,545,1079,33,0.0,54,0.05,87,98,0.97,1.9,-0.5,92,3.0,-0.6,2.75,2.6,2.5,6.5,4.9,-1.0,-2.7,,
"FLAWLESS 2.689 972 82 0.65 1.22 -0,5 1.7% GENOMAX MARIUS MAGNUS",FLAWLESS,200HO11551,LEITE IMPORTADO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11551,2689,737,760,972,56,0.1,79,0.16,135,81,0.65,1.22,-0.5,80,2.1,-2.4,2.63,1.7,1.9,6.0,5.3,-1.7,-2.1,,
"INTERVIEW 2.781 1.699 97 0.78 1.75 -0,13 1.5% ROBOTREADY MARIUS MODESTY",INTERVIEW,200HO11555,LEITE IMPORTADO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11555,2782,845,859,1699,71,0.06,76,0.04,147,97,0.78,1.75,-0.13,88,2.7,-3.0,2.86,1.5,1.8,5.2,4.6,-2.2,-2.3,,
"PREFER-RED 2.514 1.615 87 1.07 1.22 -0,41 2.7% GENOMAX SUCCESSOR*FV ALLTIME",PREFER-RED,200HO11574,HOLANDÊS VERMELHO E BRANCO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11574,2514,427,431,1615,48,-0.01,48,-0.05,96,87,1.07,1.22,-0.41,80,1.4,-1.2,2.79,2.7,1.9,6.7,5.3,-0.3,-0.1,,
"EINSTEIN 3.098 1.438 99 1.22 1.99 -0,51 2.2% FERTILITY / SEMEXX / A2A2 / IMMUNITY+ TOPNOTCH DUKE",EINSTEIN,200HO11586,LEITE IMPORTADO,2025-03-01,188.51,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11586,3098,1006,1027,1438,68,0.08,111,0.21,179,99,1.22,1.99,-0.51,99,5.7,0.0,2.63,2.2,2.0,6.4,5.1,1.9,1.9,,
"HEATPROOF 2.632 798 82 0.45 1.11 -0,77 2.3% GENOMAX / IMMUNITY+ TOPNOTCH JEDI",HEATPROOF,200HO11609,LEITE IMPORTADO,2025-03-01,29.32,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11609,2693,664,680,902,42,0.05,38,0.01,80,82,0.61,1.13,-0.59,81,6.0,2.7,2.66,2.2,2.1,5.8,4.9,4.8,1.2,,
"MAINFRAME 2.540 481 96 1.47 2.13 -0,58 2.0% A2A2 / IMMUNITY+ TOPNOTCH MODESTY",MAINFRAME,200HO11611,LEITE IMPORTADO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11611,2541,544,550,489,21,0.02,43,0.09,64,96,1.49,2.11,-0.56,93,4.5,0.2,2.85,2.0,1.7,5.6,4.3,0.9,-0.7,,
"SHELBY 2.557 113 99 0.52 1.42 -0,89 1.7% A2A2 MAVERICK DETOUR",SHELBY,200HO11616,LEITE IMPORTADO,2025-03-01,144.52,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11616,2557,594,612,113,24,0.08,49,0.17,73,99,0.52,1.42,-0.89,94,2.8,2.1,2.71,1.7,2.0,4.7,4.5,3.6,0.7,,
"DARMOUTH 2.727 1.353 90 1.72 2.23 -0,04 2.4% CHALLENGER DUKE",DARMOUTH,200HO11627,LEITE IMPORTADO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11627,2727,653,661,1353,42,0.0,61,0.03,103,91,1.72,2.23,-0.04,83,4.0,-0.3,2.62,2.4,2.8,7.3,6.6,0.4,-1.4,,
MEMBERSHIP 2.668 1.363 89 1.45 1.65 0.04 2.1% A2A2 POSITIVE MODESTY,MEMBERSHIP,200HO11644,LEITE IMPORTADO,2025-03-01,29.32,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11644,2668,628,631,1363,47,0.01,87,0.13,134,88,1.45,1.65,0.04,84,1.3,-2.5,3.0,2.1,1.9,4.6,4.5,-2.4,0.1,,
"BANKSY 2.860 1.564 99 0.96 1.19 -0,73 2.1% SEMEXX MARIUS IMAX",BANKSY,200HO11699,HOLANDÊS PRETO E BRANCO,2025-03-01,58.65,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11699,2860,865,885,1564,74,0.09,86,0.1,160,99,0.96,1.19,-0.73,97,3.0,-1.5,2.76,2.1,2.2,6.9,5.6,-0.5,-1.4,,
COCKPIT 2.739 919 99 1.40 1.87 0.07 3.2% A2A2 / SEMMEX POSITIVE DELTA,COCKPIT,200HO11722,HOLANDÊS PRETO E BRANCO,2025-03-01,75.4,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11722,2739,725,738,919,42,0.05,89,0.2,131,99,1.4,1.87,0.07,96,2.5,-1.7,2.77,3.2,2.4,6.8,5.4,-1.2,1.2,,
"MAJORDOMO 2.663 1.494 99 0.97 1.57 -0,61 1.7% SEMEXX MARIUS FRAZZLED",MAJORDOMO,200HO11747,LEITE IMPORTADO,2025-03-01,62.84,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11747,2663,710,723,1494,57,0.04,78,0.08,135,99,0.97,1.57,-0.61,95,2.4,-5.0,2.71,1.7,2.0,5.5,4.6,-3.6,-3.5,,
"DARKFLASH 2.650 1.171 93 1.24 1.45 -0,25 2.4% GENOMAX / ROBOTREADY BLOOMFIELD YODER",DARKFLASH,200HO11761,HOLANDÊS PRETO E BRANCO,2025-03-01,48.17,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11761,2650,599,596,1171,26,-0.04,68,0.09,94,93,1.24,1.45,-0.25,81,3.4,0.9,2.9,2.4,2.5,6.0,5.1,1.7,4.2,,
"BREVILLE 2.762 1.122 91 0.78 1.42 -0,43 2.1% A2A2 CHALLENGER SUPERHERO",BREVILLE,200HO11768,HOLANDÊS PRETO E BRANCO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11768,2762,791,799,1122,39,0.01,74,0.12,113,91,0.78,1.42,-0.43,86,4.3,1.3,2.76,2.1,2.0,6.1,5.0,2.2,0.4,,
HANLEY 2.808 1.005 98 2.03 2.45 0.79 1.6% ROBOTREADY CHALLENGER DELTA-LAMBDA,HANLEY,200HO11782,LEITE IMPORTADO,2025-03-01,60.74,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11782,2808,765,773,1005,38,0.02,87,0.18,125,98,2.03,2.45,0.79,96,4.3,-1.1,2.82,1.6,1.9,5.6,5.9,-1.1,-2.4,,
MAXWELL 2.885 2.059 97 1.12 1.21 0.00 2.3% MARIUS EXACTLY,MAXWELL,200HO11800,LEITE IMPORTADO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11800,2885,786,803,2059,85,0.07,91,0.04,176,97,1.12,1.21,0.0,95,1.8,-2.5,2.79,2.3,2.6,6.0,4.8,-0.8,-0.6,,
REVERE-RED 2.220 404 96 2.44 2.07 0.68 2.7% FERTILITY UNSTOPABULL BAILEY*RC,REVERE-RED,200HO11819,HOLANDÊS VERMELHO E BRANCO,2025-03-01,151.85,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11819,2220,86,87,404,15,0.01,-1,-0.06,14,96,2.44,2.07,0.68,95,1.6,0.0,3.04,2.7,2.5,7.6,5.7,-1.0,1.2,,
REDEYE-P 2.591 496 98 2.17 1.52 1.39 2.1% MOCHO / FERTILITY / A2A2 WEBSTER KINGBOY,REDEYE-P RED,200HO11828,HOLANDÊS VERMELHO E BRANCO,2025-03-01,69.12,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11828,2591,468,475,496,22,0.02,41,0.08,63,98,2.17,1.52,1.39,98,3.6,1.1,2.81,2.1,1.9,6.1,6.0,0.0,1.3,,
EASTBOUND 2.683 674 98 0.38 1.11 0.15 1.3% MARIUS ACHIEVER,EASTBOUND,200HO11841,LEITE IMPORTADO,2025-03-01,48.17,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11841,2598,680,697,532,33,0.06,74,0.21,107,98,0.22,1.02,-0.14,86,3.1,-2.0,2.63,1.3,1.4,5.9,4.4,-0.5,-1.9,,
"SEAPORT 2.723 158 93 1.80 2.47 -0,61 2.1% IMMUNITY+ DISCJOCKEY RESOLVE",SEAPORT,200HO11845,LEITE IMPORTADO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11845,2723,625,647,158,30,0.1,50,0.17,80,92,1.8,2.47,-0.61,87,3.9,0.8,2.64,2.1,1.9,5.1,3.7,2.8,2.8,,
RAINBOW-RED 2.459 993 86 0.99 1.30 0.89 2.1% GENOMAX SIMPLICITY*FV APPRENTICE*FV,RAINBOW-RED,200HO11875,HOLANDÊS VERMELHO E BRANCO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11875,2459,507,510,993,31,0.0,57,0.07,88,87,0.99,1.3,0.89,81,1.4,-2.8,2.9,2.1,1.9,5.2,4.5,-3.8,-1.5,,
"HELIUM-RED 2.476 903 94 0.29 0.44 -0,52 1.4% SEMEXX / FERTILITY SWINGMAN SALVATORE",HELIUM-RED,200HO11884,HOLANDÊS VERMELHO E BRANCO,2025-03-01,69.12,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11884,2476,654,659,903,23,-0.02,42,0.03,65,95,0.29,0.44,-0.52,93,5.1,0.2,2.69,1.4,2.1,5.2,4.3,0.8,1.2,,
NETFLIX 2.830 1.749 88 1.38 1.53 0.18 2.0% A2A2 PURSUIT TOPNOTCH,NETFLIX,200HO11899,LEITE IMPORTADO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11899,2830,827,837,1749,65,0.04,62,-0.02,127,87,1.38,1.53,0.18,84,4.7,-1.2,2.88,2.0,1.3,5.7,4.0,0.5,2.6,,
"BONAPARTE 2.597 1.346 82 2.48 2.34 -0,01 2.4% GENOMAX DISCJOCKEY FABULOUS",BONAPARTE,200HO11932,HOLANDÊS PRETO E BRANCO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11932,2597,361,366,1346,44,0.01,39,-0.05,83,82,2.48,2.34,-0.01,80,1.2,-0.6,2.84,2.4,2.3,6.3,5.6,0.3,0.9,,
BRUCHNER 2.735 929 82 1.20 1.27 0.91 2.2% GENOMAX ROBERT FABULOUS,BRUCHNER,200HO11939,HOLANDÊS PRETO E BRANCO,2025-03-01,35.61,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11939,2735,660,676,929,50,0.08,66,0.11,116,82,1.2,1.27,0.91,80,3.9,-0.7,2.81,2.2,1.7,6.2,4.3,0.0,1.0,,
VITALSIGNS 2.721 -27 98 0.41 0.64 0.29 1.2% SEMEXX / A2A2 / IMMUNITY+ SOHOT ACHIEVER,VITALSIGNS,200HO11943,LEITE IMPORTADO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11943,2721,704,729,-27,28,0.11,97,0.38,125,98,0.41,0.64,0.29,91,3.9,-0.4,2.57,1.2,1.4,5.0,3.9,0.2,0.9,,
"BOSA 2.987 1.922 97 1.33 2.19 -0,26 2.0% IMMUNITY+ TIMBERLAKE ACHIEVER",BOSA,200HO11946,HOLANDÊS PRETO E BRANCO,2025-03-01,72.26,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11946,2987,1048,1053,1922,65,0.02,107,0.12,172,98,1.33,2.19,-0.26,96,3.6,-1.9,2.94,2.0,2.0,5.2,4.1,-0.6,0.5,,
OBSIDIAN 2.856 309 98 1.32 1.86 0.75 1.4% FERTILITY / SEMEXX MERRIMAC GRANITE,OBSIDIAN,200HO11977,LEITE IMPORTADO,2025-03-01,81.69,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11977,2856,810,833,309,39,0.11,102,0.35,141,98,1.32,1.86,0.75,93,4.0,-1.3,2.66,1.4,2.0,5.1,4.3,-0.9,-0.5,,
"MINEBUSTER 2.747 868 82 0.52 1.28 -1,12 2.7% GENOMAX FULLMARKS MAVERICK",MINEBUSTER,200HO11992,LEITE IMPORTADO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11992,2747,742,761,868,44,0.06,72,0.15,116,82,0.52,1.28,-1.12,80,3.9,0.3,2.54,2.7,2.4,6.2,4.8,1.8,1.9,,
"POLYNESIA 2.673 753 96 -0,05 0.46 -0,55 2.0% SEMEXX CRIMSON MARIUS",POLYNESIA,200HO12017,LEITE IMPORTADO,2025-03-01,60.74,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12017,2673,791,814,753,59,0.13,83,0.21,142,96,-0.05,0.46,-0.55,91,3.1,-3.0,2.87,2.0,1.8,5.2,3.1,-1.7,0.2,,
ROYALFLUSH 2.759 -90 94 2.23 2.96 0.17 2.6% SEMEXX DISCJOCKEY FABULOUS,ROYALFLUSH,200HO12025,LEITE IMPORTADO,2025-03-01,193.74,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12025,2759,537,566,-90,37,0.16,44,0.19,81,94,2.23,2.96,0.17,91,3.9,0.8,2.68,2.6,2.4,6.7,5.4,2.6,3.0,,
"PROLOGUE 2.872 873 97 0.85 1.47 -1,08 2.2% SEMEXX EINSTEIN ACHIEVER",PROLOGUE,200HO12026,LEITE IMPORTADO,2025-03-01,243.49,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12026,2872,901,918,873,51,0.09,119,0.32,170,97,0.85,1.47,-1.08,93,3.8,-1.9,2.86,2.2,2.3,6.6,5.3,-0.2,1.8,,
"PROVERB 2.962 987 91 1.26 2.30 -0,46 2.0% A2A2 / SEMEXX EINSTEIN POSITIVE",PROVERB,200HO12027,LEITE IMPORTADO,2025-03-01,60.74,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12027,2962,882,904,987,61,0.11,104,0.25,165,91,1.26,2.3,-0.46,85,4.5,-0.9,2.78,2.0,2.1,6.1,5.1,0.3,0.7,,
"PASSWORD 2.769 1.038 89 0.80 1.12 -0,52 1.9% GRAZINGPRO / A2A2 / SEMEXX ELDORADO MONTOYA",PASSWORD,200HO12033,LEITE IMPORTADO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12033,2769,755,774,1038,62,0.11,55,0.06,117,88,0.8,1.12,-0.52,86,3.8,1.0,2.94,1.9,1.8,5.0,4.1,2.7,1.1,,
MINTJULEP 2.719 1.489 80 0.92 1.79 0.45 1.7% GENOMAX / A2A2 ELDORADO MILKTIME,MINTJULEP,200HO12039,LEITE IMPORTADO,2025-03-01,48.17,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12039,2719,700,711,1489,57,0.04,39,-0.07,96,80,0.92,1.79,0.45,78,3.9,-0.6,2.79,1.7,2.1,4.9,5.0,1.4,1.4,,
PANTHER 2.901 1.012 83 0.96 1.57 0.50 1.9% GENOMAX / GRAZINGPRO MAESTRO CHALLENGER,PANTHER,200HO12066,LEITE IMPORTADO,2025-03-01,37.7,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12066,2901,878,895,1012,54,0.08,88,0.19,142,83,0.96,1.57,0.5,80,4.1,0.0,2.8,1.9,2.0,6.2,4.8,0.8,0.2,,
"BRUNSWICK 2.672 540 94 0.17 1.01 -0,50 1.6% GENOMAX / GRAZINGPRO / SEMEXX / IMMUNITY+ MAESTRO JARED",BRUNSWICK,200HO12083,HOLANDÊS PRETO E BRANCO,2025-03-01,48.17,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12083,2672,753,773,540,41,0.09,47,0.1,88,95,0.17,1.01,-0.5,85,5.5,0.5,2.69,1.6,1.6,5.1,4.2,1.5,0.9,,
"HUMORIST 2.833 741 82 0.67 1.38 -0,03 1.6% GENOMAX / SEMEXX HEROIC SKYWALKER",HUMORIST,200HO12084,LEITE IMPORTADO,2025-03-01,48.17,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12084,2833,850,867,741,46,0.09,81,0.2,127,91,0.67,1.38,-0.03,81,4.5,1.6,2.81,1.6,1.3,5.5,4.2,2.7,1.1,,
REDWINGS-RED 2.566 1.086 88 1.25 1.11 0.07 2.3% GENOMAX / SEMEXX SWINGMAN-RED SALVATORE,REDWINGS-RED,200HO12089,HOLANDÊS VERMELHO E BRANCO,2025-03-01,137.19,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12089,2566,639,646,1086,31,-0.01,49,0.03,80,89,1.25,1.11,0.07,81,4.9,-0.7,2.64,2.3,2.5,5.8,4.8,-1.2,-0.6,,
TIJERAS 2.763 826 82 1.34 2.15 0.53 1.9% GENOMAX / ROBOTREADY / A2A2 / SEMEXX / IMMUNITY+ ARISTOCRAT ELDORADO,TIJERAS,200HO12092,LEITE IMPORTADO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12092,2763,775,789,826,39,0.05,56,0.09,95,82,1.34,2.15,0.53,80,5.2,-0.2,2.72,1.9,1.3,5.6,4.1,0.4,0.8,,
"MILLWRIGHT 2.977 1.325 82 0.68 1.76 -0,22 1.9% GENOMAX / GRAZINGPRO / IMMUNITY+ EINSTEIN MEDLEY",MILLWRIGHT,200HO12118,LEITE IMPORTADO,2025-03-01,50.27,2024-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12118,2977,1006,1024,1325,58,0.06,80,0.11,138,82,0.68,1.76,-0.22,80,6.6,0.7,2.63,1.9,1.9,5.8,4.6,3.0,1.3,,
ORION SHOWTIME KINGBOY MOGUL,ORION,200HO10457,LEITE IMPORTADO,2025-04-01,71.86,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10457,2633,102,77,710,2,-0.08,8,-0.08,10,99,1.12,1.0,-0.06,99,0.6,1.0,2.9,2.1,2.6,5.9,5.5,1.3,1.4,,
DARE ROBOTREADY SILVER DAY,DARE,200HO10653,LEITE IMPORTADO,2025-04-01,27.08,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10653,2579,91,89,270,5,-0.01,23,0.04,28,93,0.59,0.23,0.91,88,0.1,-1.5,2.88,2.2,2.4,6.7,6.1,-1.8,-0.5,,
CAYDEN AFTERBURNER COMMANDER,CAYDEN,200HO10831,LEITE IMPORTADO,2025-04-01,29.16,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10831,2675,135,187,-491,19,0.14,2,0.09,21,94,0.51,0.3,1.09,90,0.3,0.8,2.76,2.1,2.1,5.7,5.0,-0.1,0.8,,
TOPNOTCH JEDI LOTTOMAX,TOPNOTCH,200HO10864,LEITE IMPORTADO,2025-04-01,68.73,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10864,2655,139,155,260,17,0.03,-14,-0.09,3,99,0.49,0.84,-0.71,97,3.3,1.6,2.84,2.1,1.9,6.6,4.7,3.2,-1.6,,
POSITIVE A2A2 / FERTILITY DUKE RUBICON,POSITIVE,200HO10955,LEITE IMPORTADO,2025-04-01,156.21,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10955,2911,449,464,851,38,0.04,87,0.19,125,99,0.75,1.12,-0.4,99,-1.4,-3.7,3.09,2.2,1.9,5.3,4.6,-4.3,-1.3,,
BLUFF SEMEXX EUCLID MONTROSS,BLUFF,200HO10969,HOLANDÊS PRETO E BRANCO,2025-04-01,47.91,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10969,2713,169,129,1443,14,-0.12,-8,-0.24,6,98,0.85,1.46,0.35,94,2.9,1.2,2.93,1.8,1.6,5.2,4.6,1.1,1.1,,
SWINGMAN-RED ROBOTREADY / IMMUNITY+ APPRENTICE DELTA,SWINGMAN-RED,200HO11091,LEITE IMPORTADO,2025-04-01,102.06,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11091,2570,182,166,336,-6,-0.06,-4,-0.07,-10,99,0.79,0.3,0.47,98,2.4,0.4,2.67,1.8,1.8,5.5,4.2,-0.1,0.8,,
RUSS-PP-RED MOCHO HOMOZIGOTO / A2A2 LOYOLA-P SUPERSHOT,RUSS-PP-RED,200HO11126,LEITE IMPORTADO,2025-04-01,37.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11126,2201,-377,-359,-388,3,0.06,-39,-0.09,-36,97,0.69,0.58,0.19,95,-0.9,-2.4,3.11,3.2,3.1,6.0,6.2,-2.0,0.3,,
POPSTAR FERTILITY IMAX DELCO,POPSTAR,200HO11196,LEITE IMPORTADO,2025-04-01,37.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11196,2771,312,305,868,21,-0.03,28,-0.03,49,99,0.47,0.84,0.07,96,2.3,-0.5,3.01,2.1,2.3,5.8,5.7,-0.1,1.5,,
DISCJOCKEY SHOWTIME / SEMEXX FORTUNE MONTEREY,DISCJOCKEY,200HO11287,LEITE IMPORTADO,2025-04-01,83.31,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11287,2518,-266,-229,-849,-1,0.11,-9,0.1,-10,99,0.93,1.62,-1.03,99,-1.6,1.5,2.87,2.7,2.5,6.1,5.7,2.3,1.9,,
EMERALD SEMEXX FORTUNE RUBICON,EMERALD,200HO11318,LEITE IMPORTADO,2025-04-01,47.91,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11318,2701,258,257,795,20,-0.02,-2,-0.13,18,99,-0.09,0.73,-1.26,98,2.1,1.9,2.81,2.5,1.7,5.3,3.6,2.4,-0.2,,
ICEBREAKER A2A2 / FERTILITY GUARANTEE MODESTY,ICEBREAKER,200HO11380,LEITE IMPORTADO,2025-04-01,29.16,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11380,2918,661,681,1118,48,0.04,57,0.04,105,99,-0.66,-0.5,-2.04,95,1.3,-0.4,3.0,2.2,1.7,4.6,3.9,0.9,1.7,,
BLIZZARD SEMEXX / IMMUNITY+ TOPNOTCH DENVER,BLIZZARD,200HO11387,HOLANDÊS PRETO E BRANCO,2025-04-01,47.91,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11387,2940,320,358,-321,14,0.09,52,0.25,66,99,0.97,1.46,-0.44,98,1.7,0.9,2.75,2.3,1.7,6.5,4.4,2.2,-1.4,,
JAMBOREE GENOMAX JEFRI DUKE,JAMBOREE,200HO11522,LEITE IMPORTADO,2025-04-01,37.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11522,2765,161,175,769,29,0.01,14,-0.07,43,83,0.73,1.04,-1.07,81,1.9,-0.3,2.72,2.7,2.2,6.4,5.3,0.4,0.7,,
PREFER-RED GENOMAX SUCCESSOR*FV ALLTIME,PREFER-RED,200HO11574,LEITE IMPORTADO,2025-04-01,37.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11574,2593,27,18,1000,22,-0.04,11,-0.11,33,87,0.48,0.38,-0.55,81,-0.2,-0.4,2.87,2.7,1.9,6.7,5.3,0.0,-0.8,,
EINSTEIN FERTILITY / SEMEXX / A2A2 / IMMUNITY+ TOPNOTCH DUKE,EINSTEIN,200HO11586,LEITE IMPORTADO,2025-04-01,114.56,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11586,3190,628,659,804,42,0.06,77,0.16,119,99,0.58,1.2,-0.67,99,4.1,0.4,2.71,2.2,2.0,6.5,5.3,1.7,1.3,,
DARMOUTH ROBOTREADY CHALLENGER DUKE,DARMOUTH,200HO11627,LEITE IMPORTADO,2025-04-01,37.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11627,2826,257,256,777,18,-0.03,25,-0.03,43,91,1.08,1.35,-0.18,84,1.8,0.6,2.7,2.4,2.9,7.4,6.7,1.0,-1.9,,
BANKSY SEMEXX MARIUS IMAX,BANKSY,200HO11699,HOLANDÊS PRETO E BRANCO,2025-04-01,58.32,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11699,2998,527,558,1048,51,0.06,54,0.04,105,99,0.43,0.44,-0.88,97,1.4,-0.8,2.83,2.1,2.2,6.9,6.0,0.0,-1.8,,
COCKPIT A2A2 / SEMMEX POSITIVE DELTA,COCKPIT,200HO11722,LEITE IMPORTADO,2025-04-01,74.98,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11722,2858,393,406,349,18,0.02,56,0.16,74,99,0.84,1.11,0.04,96,0.6,-1.1,2.85,3.2,2.4,6.9,5.5,-1.2,0.5,,
MAJORDOMO SEMEXX / ROBOTREADY MARIUS FRAZZLED,MAJORDOMO,200HO11747,LEITE IMPORTADO,2025-04-01,62.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11747,2777,369,382,915,33,0.01,44,0.02,77,99,0.4,0.9,-0.85,95,0.6,-4.2,2.78,1.7,2.0,5.6,4.7,-3.5,-3.8,,
DARKFLASH GENOMAX BLOOMFIELD YODER,DARKFLASH,200HO11761,LEITE IMPORTADO,2025-04-01,37.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11761,2732,251,228,550,-1,-0.07,31,0.03,30,93,0.68,0.6,-0.32,81,1.7,1.7,2.97,2.4,2.5,6.1,5.2,2.0,3.5,,
BREVILLE A2A2 CHALLENGER SUPERHERO,BREVILLE,200HO11768,LEITE IMPORTADO,2025-04-01,37.49,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11768,2834,416,418,471,13,-0.01,36,0.06,49,92,0.15,0.62,-0.59,86,2.3,1.7,2.85,2.1,2.0,6.1,5.1,2.2,-0.1,,
HANLEY ROBOTREADY CHALLENGER DELTA-LAMBDA,HANLEY,200HO11782,LEITE IMPORTADO,2025-04-01,60.4,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11782,2923,439,441,460,14,0.0,57,0.14,71,99,1.31,1.62,0.75,97,2.4,-0.6,2.91,1.6,1.9,5.5,5.9,-1.4,-3.2,,
REVERE-RED FERTILITY UNSTOPABULL BAILEY*RC,REVERE-RED,200HO11819,LEITE IMPORTADO,2025-04-01,151.01,2025-04-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11819,2280,-366,-372,-226,-9,-0.01,-42,-0.13,-51,96,1.73,1.33,0.38,95,-0.3,0.8,3.13,2.7,2.5,7.6,5.9,-0.6,0.7,,
